reservoir_name,district_name,district_code,cwms_code,res_centroid_lat,res_centroid_lon,dam_lat,dam_lon,surface_area_acres,nidid
H. V. Eastman Lake,Sacramento District,SPK,EAST,37.23096932759289,-119.97244177247617,37.2171285,-119.98453386,1780.0,CA10243
Englebright Lake,Sacramento District,SPK,ENGL,39.26818665062408,-121.25150795413501,39.24000554,-121.26928462,815.0,CA10105
Farmington Reservoir,Sacramento District,SPK,FARM,37.904684911975444,-120.90660006947552,37.90680141,-120.93405926,4100.0,CA10104
Hensley Lake,Sacramento District,SPK,HENS,37.124519496601955,-119.87726620505528,37.11066163,-119.88457998,1570.0,CA10244
Isabella Lake,Sacramento District,SPK,ISAB,35.66957863644995,-118.42726240810332,35.6459311,-118.48219816,11200.0,CA10106
Lake Kaweah,Sacramento District,SPK,KAWE,36.40552082252424,-118.97331008614755,36.415517,-118.925983,,CA10114
Lake Success,Sacramento District,SPK,SUCC,36.083382981875566,-118.91359770361794,36.06067058,-118.91933981,2450.0,CA10113
Mariposa Reservoir,Sacramento District,SPK,,37.304489808079836,-120.14106428699908,37.2911793,-120.14789229,510.0,CA10107
Martis Creek Lake,Sacramento District,SPK,MART,39.309182436446235,-120.12029545620571,39.32723371,-120.1147894,768.0,CA10108
New Hogan Lake,Sacramento District,SPK,NHOG,38.16174011043964,-120.78381681873117,38.15104106,-120.81369902,4400.0,CA10109
Owens Reservoir,Sacramento District,SPK,,37.32003832614541,-120.18071002929638,37.31464401,-120.18634389,175.0,CA10111
Pine Flat Lake,Sacramento District,SPK,PINF,36.870505282486214,-119.28075913862988,36.83265291,-119.32561382,5970.0,CA10112
Lake Clementine,Sacramento District,SPK,CLEM,38.95006226386622,-120.99762834397522,38.93654619,-121.02466474,280.0,CA10110
Alamo Lake,Los Angeles District,SPL,ALAM,34.2864130800635,-113.54909294494767,34.23279662,-113.60126668,41500.0,AZ82203
Brea Reservoir,Los Angeles District,SPL,,33.897467645819134,-117.92285976768163,33.902324,-117.927467,1.0,CA10016
Carbon Canyon Reservoir,Los Angeles District,SPL,,33.91927339354503,-117.83499912163514,33.9145781,-117.84006277,1.0,CA10017
Fullerton Reservoir,Los Angeles District,SPL,,33.902419486001065,-117.88537585805612,33.8964828,-117.88587005,1.0,CA10018
Hansen Dam,Los Angeles District,SPL,,34.26683966959644,-118.38184339315569,34.26098103,-118.3867591,1.0,CA10019
Lopez Dam,Los Angeles District,SPL,,34.3069458364522,-118.40972578104578,34.30401002,-118.41038671,1.0,CA10020
Mathews Canyon Reservoir,Los Angeles District,SPL,,37.493065883044466,-114.21536079528914,37.4989011,-114.22393371,1.0,NV10002
Mojave River Forks Reservoir,Los Angeles District,SPL,,34.333450325160584,-117.27136512665463,34.34362942,-117.23468354,1.0,CA10021
Pine Canyon Reservoir,Los Angeles District,SPL,,37.46869994723863,-114.29945681087136,37.478093,-114.310555,1.0,NV10001
Painted Rock Reservoir,Los Angeles District,SPL,,33.01936664992813,-112.86736684029742,33.064957,-113.021524,1.0,AZ10002
Prado Reservoir,Los Angeles District,SPL,,33.91805312221854,-117.62861693243534,33.902685,-117.589372,1.0,CA10022
San Antonio Reservoir,Los Angeles District,SPL,,34.160325269750054,-117.67759045737823,34.15730035,-117.67707075,1.0,CA10023
Santa Fe Reservoir,Los Angeles District,SPL,,34.11723543282338,-117.95717308835788,34.113331,-117.9683,1.0,CA10024
Sepulveda Reservoir,Los Angeles District,SPL,,34.17453453535768,-118.4847158815617,34.16796302,-118.4717734,1.0,CA10025
Whitlow Ranch Reservoir,Los Angeles District,SPL,,33.2998981613581,-111.25946672037405,33.288462,-111.260127,1.0,AZ10004
Whittier Narrows Reservoir,Los Angeles District,SPL,,34.03549290467465,-118.0639556304022,34.02089743,-118.05496537,1.0,CA10027
Lake Mendocino,San Francisco District,SPN,MEND,39.21566743418277,-123.17303109982558,39.198799,-123.1833,1740.0,CA10201
Lake Sonoma,San Francisco District,SPN,SONO,38.72957127781812,-123.05254280061554,,,,CA82212
Black Rock Lake,New England District,NAE,,41.659736242184046,-73.11431092545321,41.65764318,-73.1054137,21.0,CT00508
Highway 75 Reservoir,St. Paul District,MVP,,45.23332477396859,-96.30526778563633,45.23421738,-96.28830073,2800.0,MN00581
Berlin Lake,Pittsburgh District,LRP,BERL,41.00192497489799,-81.0418569936091,41.04605256,-81.00246049,3590.0,OH00032
R. E. Bob Woodruff Lake,Mobile District,SAM,WOOD,32.4053593200841,-86.50758989791758,32.3242364,-86.78400235,12300.0,AL01434
William Dannelly Reservoir,Mobile District,SAM,DANN,32.188639054846185,-87.19160648008378,32.10089,-87.39982889,17200.0,AL01435
Claiborne Lake,Mobile District,SAM,CLAI,31.860175217508456,-87.46911900392628,31.61492965,-87.55046029,5850.0,AL01436
George W Andrews Lake,Mobile District,SAM,ANDR,31.41454758174627,-85.07666565271123,31.25943779,-85.11057668,1540.0,AL01433
Bankhead Lake,Mobile District,SAM,BANK,33.57139526003804,-87.22110907637648,33.45840141,-87.35635756,9245.0,AL01427
Holt Lake,Mobile District,SAM,HOLT,33.34043602255245,-87.40566582681258,33.2540518,-87.44948284,3300.0,AL01426
Oliver Lake,Mobile District,SAM,OLIV,33.232291727379405,-87.5225092806907,33.20877335,-87.59274604,790.0,AL01981
Warrior Lake,Mobile District,SAM,WARR,32.98583624164312,-87.72460406767357,32.77878992,-87.84096716,7800.0,AL01429
Demopolis Lake,Mobile District,SAM,DEMO,32.641358642160746,-87.90414270291892,32.520773,-87.8790694,10000.0,AL01430
Coffeeville Lake,Mobile District,SAM,COFF,32.125378341457896,-88.04951463097855,31.75655128,-88.12857003,8500.0,AL01431
Gainesville Lake,Mobile District,SAM,GAIN,33.0126807420294,-88.20411292521915,32.84872564,-88.15656001,6400.0,AL01980
Aliceville Lake,Mobile District,SAM,ALIC,33.31865085009016,-88.34536966282937,33.21066831,-88.28809804,8300.0,AL01979
Columbus Lake,Mobile District,SAM,COLU,33.59585114405757,-88.49386897572067,33.51822504,-88.48868317,8910.0,MS03056
Aberdeen Lake,Mobile District,SAM,ABER,33.88649491868725,-88.52879893559843,33.83071426,-88.51938948,4121.0,MS03057
Pool A (Amory),Mobile District,SAM,,34.02287081796074,-88.47079097923375,34.01121923,-88.48839138,914.0,MS03058
Pool B (Wilkins),Mobile District,SAM,,34.11781888845549,-88.40019828549715,34.06490948,-88.42558987,2718.0,MS03059
Pool C (Fulton),Mobile District,SAM,,34.300342329630986,-88.42088030688099,34.25786895,-88.42488916,1642.0,MS03060
Pool D (Rankin),Mobile District,SAM,,34.40324052567492,-88.40085146525892,34.36313926,-88.40728005,1992.0,MS82201
Pool E (Montgomery),Mobile District,SAM,,34.47617702303444,-88.34332312879377,34.46281241,-88.36625266,851.0,MS03604
Bay Springs Lake and Divide Cut,Mobile District,SAM,,34.69721661551162,-88.29054415255163,34.52296003,-88.32534496,6700.0,MS03605
